epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8722980321184667,0.1984698448837947,0.6627040454222853,0.34942489928011355
1,0.931366245148243,0.14843635627735513,0.6773420865862314,0.3460939013213448
2,0.944273772952293,0.1328064764773257,0.6847941802696949,0.3442668500438999
3,0.9488382431170077,0.1252560046118225,0.7085699077359829,0.3343207974904306
4,0.9644368237642955,0.10028647066806012,0.7100780695528743,0.3315600795767847
5,0.9675327252665253,0.09261524458135717,0.7096788502484032,0.33170987085047304
6,0.9684853103447533,0.08918752310360814,0.7107434350603264,0.3315488511658121
7,0.9690727378107882,0.08684287451610555,0.7105660042583393,0.3318216948114954
8,0.9689060354207616,0.08667495971320974,0.7121628814762243,0.33253957017082286
9,0.9695887213926794,0.08562496653370019,0.7157114975159687,0.3293472738491042
10,0.9700332610961048,0.08462545391607672,0.7167760823278921,0.3281102361325426
11,0.9706841942325705,0.08314394816532711,0.7161994322214337,0.3278785978884795
12,0.9709620315469156,0.0825482873762332,0.7157114975159687,0.3303492460333768
13,0.9707556381134022,0.08288376790023223,0.7121185237757275,0.33092150642061335
14,0.9711049193081057,0.08164841426394177,0.7146912704045423,0.32843071679175534
15,0.9709779079644051,0.08141351999559855,0.7128282469836764,0.3332172906551063
16,0.9711207957265414,0.08130938281949943,0.7159776437189496,0.3289693195486509
17,0.9710811046811618,0.08227760606641903,0.7179737402413059,0.3265954842163029
18,0.9713113127416192,0.08166351765977597,0.7178406671398154,0.32912631639569595
19,0.9713668802044882,0.08220165133199271,0.7143364088005678,0.33131327372734387
20,0.9713668802049614,0.08223178538755621,0.71611071682044,0.3296218609412229
21,0.9713986330404134,0.08126174540521852,0.7182842441447835,0.32862953210316964
22,0.9714224476692499,0.08099862296500224,0.7180624556422995,0.330034761277812
23,0.971470076921245,0.0809088199075887,0.7161994322214337,0.33015276464145177
24,0.9713510037865257,0.08179296951124468,0.7190383250532293,0.32766521237182483
25,0.9714145094588491,0.08109440183743914,0.7179737402413059,0.330360178166116
26,0.9714780151302264,0.08095625222486066,0.7166873669268985,0.3302132670679695
27,0.9714145094593223,0.08074682791281985,0.725958126330731,0.3246639961253844
28,0.971882863788272,0.0802767348727275,0.7212562100780695,0.3256463231855965
29,0.9717637906535528,0.08107938526453033,0.7273775727466288,0.32262055643532106
30,0.9718034816989324,0.08044708925178666,0.7277767920511,0.3231351546588902
31,0.9716447175188334,0.08046485850363091,0.7269783534421576,0.3246307553785587
32,0.9716447175188334,0.07994236968093767,0.7309705464868701,0.3223631854933826
33,0.9716923467736674,0.08038733572804492,0.7296841731724627,0.32221116522172394
34,0.9717955434904242,0.08005922637298454,0.7307044002838893,0.32155491225553623
35,0.9718908019972534,0.08055730896037869,0.7299059616749468,0.322199253134054
36,0.9719146166246704,0.0801603177611041,0.7298172462739532,0.32139007324145313
37,0.9719543076691037,0.08000227471124655,0.7326561391057488,0.32136297498805205
38,0.9716844085646862,0.08020659561078136,0.7308374733853797,0.3229097908083812
39,0.9718511109532932,0.08061998115497199,0.7318133427963094,0.320254275759033
40,0.9717320378176276,0.08010771426573297,0.7312366926898509,0.32162788990459346
41,0.9721448246846547,0.0803489597659982,0.7315028388928317,0.32105559591835825
42,0.9719066784152159,0.07982555964734508,0.7320794889992903,0.3206060629330094
43,0.9720575043858605,0.0791310706768106,0.7313697657913414,0.3220723814643639
44,0.9720098751324459,0.07904407421538533,0.7311479772888574,0.320512567347377
45,0.971962245878085,0.07942340976693162,0.7329222853087296,0.32001182473958006
46,0.9721289482671652,0.08007564938719854,0.7318577004968062,0.32085894672180254
47,0.9722162685659594,0.07962375857417864,0.7323012775017743,0.32228473468694896
48,0.9725020440888127,0.07898892227974313,0.7312810503903477,0.3229145174270999
49,0.972263897819374,0.07875509256044542,0.7320794889992903,0.32197624509473316
50,0.9721924539390155,0.07947816435242652,0.7318577004968062,0.3220515006649486
51,0.9723035888642805,0.07939038667436228,0.732611781405252,0.3210666817583202
52,0.9721686393120716,0.07845281727335142,0.7324343506032647,0.32195049377305024
53,0.9722480214023578,0.07870336822620143,0.7322125621007807,0.32136942035894683
54,0.9724623530439063,0.0790486736158674,0.7325674237047551,0.3220997150905425
55,0.972676684686401,0.07779758881430575,0.732389992902768,0.32237388163995373
56,0.9724702912547801,0.07856990054503825,0.7348296664300923,0.3207111923807982
57,0.9726131790150239,0.07734372747389681,0.7334102200141944,0.3205462269976767
58,0.9723909091635478,0.07877969506518923,0.732123846699787,0.3209875476453387
59,0.9725020440888127,0.0789199056627163,0.7334545777146912,0.32135813766290655
60,0.9723591563271494,0.07829939852403618,0.7328779276082328,0.3218565004526765
61,0.972478229462342,0.07872352857477659,0.7332327892122072,0.3217388985954844
62,0.9726766846868742,0.0776747789365482,0.7330997161107168,0.31993621948384665
63,0.9726528700599303,0.07814768275657769,0.7353176011355571,0.3199889336476688
64,0.9726052408060426,0.0783818685542154,0.7318133427963094,0.32260099926935687
65,0.9729227691652942,0.07718085739499149,0.7343417317246274,0.3191919342222748
66,0.972811634239083,0.07784339173598334,0.7331884315117104,0.32041589683087013
67,0.9727957578211204,0.07790804982242303,0.732123846699787,0.32224628840083347
68,0.9727878196130855,0.07759396810210747,0.7338094393186657,0.32171375851753
69,0.972883078120861,0.0777100914377064,0.7338537970191625,0.3196366176252419
70,0.9727957578215936,0.07769763198520713,0.7349183818310859,0.31932886727445087
71,0.9731291625983346,0.07754857604329202,0.734430447125621,0.3195971012157781
72,0.9731371008073159,0.07695118061089555,0.7347853087295955,0.318693106249768
73,0.9731450390162971,0.07726741481576889,0.7341643009226402,0.31940655405001916
74,0.9731847300616767,0.07658191101407079,0.7351845280340668,0.3183240075116465
75,0.9729148309558397,0.07761539428503823,0.7338981547196594,0.3202493610514911
76,0.9734784437939845,0.0761668816104342,0.7361603974449965,0.3176356495336238
77,0.973168853643241,0.07689975548700717,0.7345635202271115,0.3189058396687653
78,0.9733355560318481,0.07685515980188867,0.7355393896380412,0.318070948578687
79,0.9732720503604709,0.07663482762953712,0.7362047551454932,0.3176451008885866
80,0.9734069999126796,0.07632188291281514,0.7361603974449965,0.3184165500469289
81,0.973438752749078,0.07627813323876116,0.7359829666430092,0.3192301416985104
82,0.9733196796143587,0.07654955810331554,0.7353619588360539,0.31953122172269355
83,0.9732482357330539,0.07693699551004231,0.7334102200141944,0.3207545987019055
84,0.9733117414049042,0.07605737965754975,0.7326561391057488,0.3224052300133377
85,0.973359370658792,0.07641522711731488,0.7340755855216465,0.3213927828309551
86,0.973359370658792,0.07712623049559333,0.7350958126330731,0.31978219412293646
87,0.9732958649874148,0.07693230936971335,0.7354950319375444,0.31934544023171313
88,0.9732323593155645,0.07701356863433896,0.7329222853087296,0.32212815802303757
89,0.9733831852857359,0.07676358990296622,0.7350514549325763,0.31938153369956357
90,0.973526073047399,0.07575544659203719,0.7350070972320795,0.318804981502935
91,0.9736768990180436,0.07575220162536636,0.7358498935415189,0.31942989354103146
92,0.9735022584204551,0.07611936219800765,0.734652235628105,0.31938597420329656
93,0.9736292697651021,0.07626588950496423,0.734652235628105,0.3207864943994877
94,0.9734546291665674,0.0762696116783857,0.7346965933286018,0.3204379918158181
95,0.9735975169287038,0.0766506822592271,0.7355837473385379,0.3195091706269002
96,0.9738277249886881,0.07587973874114722,0.7355837473385379,0.32025098479157904
97,0.9739467981234073,0.07550999834084096,0.7340312278211497,0.3203392545537292
98,0.9736451461825916,0.07573345582932862,0.7346078779276083,0.31908721441364696
99,0.9735340112568535,0.07587041466442848,0.7354506742370476,0.3179725104502704
100,0.9734625673764951,0.07602286719178088,0.7342530163236338,0.3196709461779862
101,0.9737165900634231,0.07590188182845056,0.7352288857345636,0.31867063118474037
102,0.9737959721537092,0.075274765761695,0.7363378282469837,0.3194790095661954
103,0.9735340112563803,0.07602166220378848,0.7353619588360539,0.3206763681873013
104,0.9739150452874822,0.07514998351908089,0.7350514549325763,0.3202559568934444
105,0.9737642193168378,0.07567314165746361,0.7360716820440029,0.31850078354032435
106,0.9739547363328619,0.07541105339221126,0.7335876508161817,0.32159388205994943
107,0.9738991688699928,0.07504801687387214,0.7348740241305891,0.3189380732705358
108,0.9739150452874822,0.07634307175303055,0.7349183818310859,0.31937717161464557
109,0.9737800957357466,0.07603470599890197,0.7363821859474805,0.31925773198635043
110,0.9737324664809126,0.075589305661349,0.7348740241305891,0.3195955587605198
111,0.9738039103617442,0.07546780829128925,0.7348296664300923,0.3196350643827697
112,0.9740103037952577,0.07453465112507307,0.7332327892122072,0.3213082099845005
113,0.973843601407597,0.07561774343055598,0.7341643009226402,0.32005216094557487
114,0.974129376929977,0.07459800049966778,0.7338537970191625,0.3195926435476842
115,0.9742246354377525,0.07442141961601556,0.7336320085166785,0.32131968766472035
116,0.9739150452874822,0.07493076104754842,0.7347853087295955,0.32115099750950965
117,0.9743357703639638,0.0740623298245929,0.7338981547196594,0.32153551490954935
118,0.9740658712581267,0.07483913765433158,0.7345191625266146,0.32123593697317787
119,0.9742405118557151,0.0748667367934258,0.7351401703335699,0.3208124451259927
120,0.9741770061838648,0.07423110566926613,0.734430447125621,0.3199238739934181
121,0.9741531915569209,0.07529797200335209,0.7348296664300923,0.3207130204434087
122,0.9741849443933193,0.0745876882452801,0.7355837473385379,0.3203742895949555
123,0.9740420566311828,0.07504775344925838,0.7336763662171752,0.3207459809659135
124,0.9741690679753566,0.07499351749691353,0.734652235628105,0.32091192033927096
125,0.9742802029006216,0.07397803028051726,0.7338981547196594,0.32105432286847985
126,0.9743516467814531,0.0741094706409735,0.7341643009226402,0.32088275179742837
127,0.9741214387209958,0.0743855478235007,0.7326561391057488,0.32208623017420407
128,0.9741690679748835,0.07514741431625165,0.7346078779276083,0.31890407526129266
129,0.9746215458872902,0.0735323941204459,0.7358942512420156,0.3202454257066407
130,0.9741055623030331,0.07485857846305972,0.7346078779276083,0.32068137402564945
131,0.974129376929977,0.07532470482555083,0.7337650816181689,0.3209986953108424
132,0.9742405118561883,0.07469488500305173,0.7353619588360539,0.3197896865410023
133,0.9742246354386989,0.07506410212180008,0.7340755855216465,0.3212268606854128
134,0.973986489168787,0.07488573422658963,0.7348740241305891,0.3207142715592855
135,0.974010303796204,0.07539404153233649,0.7339425124201562,0.32009087229045763
136,0.9743278321549824,0.07409589411760618,0.7338094393186657,0.3212834308657602
137,0.9742325736467339,0.07434563746555824,0.7333658623136976,0.32148622634184115
138,0.9740579330491455,0.0747813447289396,0.7349627395315826,0.3207420372451088
139,0.9744072142443222,0.07406153761655647,0.7343417317246274,0.3211420885927716
140,0.9741611297663754,0.07503538347902661,0.7353619588360539,0.3203432145293847
141,0.9742484500646964,0.0742219882965131,0.7352288857345636,0.32068489995342864
142,0.9741928826018273,0.07483941883632791,0.7338094393186657,0.3198138584665071
143,0.974264326482659,0.07446256478648489,0.7350958126330731,0.3207667837483905
144,0.9741849443928461,0.07405141182903904,0.7337207239176721,0.32075700196625917
145,0.9742008208108087,0.07442140015663286,0.7340755855216465,0.3213273962395169
146,0.9743913378268327,0.07496174384367371,0.7339868701206529,0.31956236101449004
147,0.9742722646921135,0.07505413874108513,0.7331440738112136,0.3213777922733698
148,0.974264326482659,0.07423222528703077,0.7342973740241305,0.3193431973584245
149,0.9743992760353409,0.07359805472505065,0.7346965933286018,0.3192357080066517
